type,year,make,model,rating,isAllStarHost,avgDailyPrice.amount,avgDailyPrice.currency,completedTrips,location.locationSlugs.en_CA,location.isDelivery,location.city,isNewListing,tags[0].label,tags[0].type,tags[1].label,tags[1].type,tags[2].label,tags[2].type
CAR,2022,BMW,M4,4.9014,True,90.6,USD,80,ontario-ca,False,Ontario,False,App unlock,TURO_GO,,,,
SUV,2021,BMW,X5,5.0,False,64.6,USD,3,chino-ca,False,Chino,False,,,,,,
CAR,2023,BMW,8 Series,5.0,False,116.4,USD,19,corona-ca,False,Corona,False,,,,,,
CAR,2019,BMW,3 Series,5.0,True,76.0,USD,8,rancho-cucamonga-ca,False,Rancho Cucamonga,False,,,,,,
CAR,2024,BMW,i4,5.0,False,74.0,USD,16,rancho-cucamonga-ca,False,Rancho Cucamonga,False,,,,,,
CAR,2022,BMW,Z4,5.0,False,86.1,USD,8,chino-hills-ca,False,Chino Hills,False,,,,,,
CAR,2023,BMW,4 Series,4.9839,True,69.6,USD,68,rancho-cucamonga-ca,False,Rancho Cucamonga,False,,,,,,
CAR,2022,BMW,3 Series,5.0,False,53.4,USD,40,chino-hills-ca,False,Chino Hills,False,,,,,,
CAR,2022,BMW,4 Series Gran Coupe,5.0,True,58.2,USD,18,irvine-ca,True,Irvine,False,Free pickup at SNA,FREE_DELIVERY,,,,
CAR,2023,BMW,Z4,4.9792,True,46.87,USD,53,los-angeles-ca,True,Los Angeles,False,Free pickup at BUR,FREE_DELIVERY,Unlimited miles,UNLIMITED_MILEAGE,,
CAR,2024,BMW,3 Series,5.0,True,54.0,USD,15,los-angeles-ca,True,Los Angeles,False,Free pickup at BUR,FREE_DELIVERY,,,,
CAR,2021,BMW,5 Series,5.0,True,59.0,USD,10,los-angeles-ca,True,Los Angeles,False,Free pickup at BUR,FREE_DELIVERY,,,,
SUV,2019,BMW,X2,5.0,True,48.84,USD,3,rancho-santa-margarita-ca,True,Rancho Santa Margarita,False,Free pickup at SNA,FREE_DELIVERY,,,,
SUV,2022,BMW,X2,4.9825,True,53.1,USD,60,anaheim-ca,True,Anaheim,False,Free pickup at SNA,FREE_DELIVERY,,,,
SUV,2021,BMW,X7,5.0,True,81.33,USD,29,los-angeles-ca,True,Los Angeles,False,Free pickup at BUR,FREE_DELIVERY,,,,
CAR,2023,BMW,8 Series,5.0,True,66.3,USD,9,west-hollywood-ca,True,West Hollywood,False,,,,,,
CAR,2024,BMW,8 Series,5.0,False,61.2,USD,10,glendale-ca,True,Glendale,False,,,,,,
CAR,2018,BMW,M4,5.0,True,84.39,USD,39,irvine-ca,True,Irvine,False,Free pickup at SNA,FREE_DELIVERY,,,,
SUV,2024,BMW,X3,5.0,True,67.0,USD,26,santa-ana-ca,True,Santa Ana,False,Free pickup at SNA,FREE_DELIVERY,,,,
CAR,2022,BMW,3 Series,4.75,True,41.5,USD,5,burbank-ca,True,Burbank,False,Free pickup at BUR,FREE_DELIVERY,Unlimited miles,UNLIMITED_MILEAGE,,
CAR,2021,BMW,5 Series,5.0,True,40.0,USD,27,irvine-ca,True,Irvine,False,App unlock,TURO_GO,,,,
CAR,2021,BMW,5 Series,5.0,True,66.5,USD,20,los-angeles-ca,True,Los Angeles,False,Free pickup at BUR,FREE_DELIVERY,,,,
CAR,2021,BMW,3 Series,5.0,True,54.0,USD,24,los-angeles-ca,True,Los Angeles,False,Free pickup at BUR,FREE_DELIVERY,,,,
CAR,2025,BMW,4 Series,5.0,True,71.33,USD,28,los-angeles-ca,True,Los Angeles,False,Free pickup at BUR,FREE_DELIVERY,,,,
SUV,2021,BMW,X3,5.0,True,60.48,USD,68,irvine-ca,True,Irvine,False,Free pickup at SNA,FREE_DELIVERY,,,,
CAR,2023,BMW,4 Series,5.0,True,70.67,USD,24,burbank-ca,True,Burbank,False,,,,,,
CAR,2025,BMW,8 Series,5.0,False,92.0,USD,3,los-angeles-ca,True,Los Angeles,True,Free pickup at BUR,FREE_DELIVERY,Unlimited miles,UNLIMITED_MILEAGE,,
CAR,2023,BMW,Z4,4.9677,True,74.04,USD,34,irvine-ca,True,Irvine,False,Free pickup at SNA,FREE_DELIVERY,,,,
CAR,2023,BMW,2 Series Gran Coupe,,False,60.0,USD,0,glendale-ca,True,Glendale,True,Free pickup at BUR,FREE_DELIVERY,,,,
CAR,2025,BMW,i5,,False,81.0,USD,0,burbank-ca,True,Burbank,False,,,,,,
SUV,2022,BMW,X3,5.0,True,57.0,USD,3,glendale-ca,True,Glendale,False,Free pickup at BUR,FREE_DELIVERY,App unlock,TURO_GO,,
CAR,2020,BMW,7 Series,5.0,False,63.97,USD,19,lake-forest-ca,True,Lake Forest,False,,,,,,
SUV,2023,BMW,X3,4.9531,True,56.43,USD,73,irvine-ca,True,Irvine,False,Free pickup at SNA,FREE_DELIVERY,,,,
CAR,2021,BMW,4 Series,5.0,False,67.25,USD,12,newport-beach-ca,True,Newport Beach,False,Free pickup at SNA,FREE_DELIVERY,App unlock,TURO_GO,,
CAR,2024,BMW,M4,4.9583,True,100.2,USD,32,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2017,BMW,2 Series,4.9773,True,53.61,USD,153,irvine-ca,True,Irvine,False,Free pickup at SNA,FREE_DELIVERY,,,,
CAR,2021,BMW,3 Series,5.0,True,45.0,USD,28,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2025,BMW,4 Series,5.0,False,75.66,USD,8,los-angeles-ca,True,Los Angeles,False,Unlimited miles,UNLIMITED_MILEAGE,,,,
CAR,2024,BMW,i4,5.0,False,60.9,USD,21,los-angeles-ca,True,Los Angeles,False,,,,,,
SUV,2022,BMW,X5,4.9518,True,73.33,USD,105,garden-grove-ca,True,Garden Grove,False,Free pickup at SNA,FREE_DELIVERY,,,,
CAR,2023,BMW,5 Series,,False,47.5,USD,1,burbank-ca,True,Burbank,False,Free pickup at BUR,FREE_DELIVERY,,,,
CAR,2024,BMW,M2,5.0,True,95.55,USD,18,santa-ana-ca,True,Santa Ana,False,,,,,,
CAR,2024,BMW,7 Series,,False,86.79,USD,1,los-angeles-ca,True,Los Angeles,False,Free pickup at BUR,FREE_DELIVERY,,,,
SUV,2020,BMW,X5,5.0,True,73.72,USD,44,irvine-ca,True,Irvine,False,Free pickup at SNA,FREE_DELIVERY,,,,
CAR,2022,BMW,3 Series,5.0,True,59.0,USD,55,buena-park-ca,True,Buena Park,False,,,,,,
SUV,2024,BMW,iX,,False,62.4,USD,0,glendale-ca,True,Glendale,True,,,,,,
SUV,2019,BMW,X7,4.9623,True,80.67,USD,61,garden-grove-ca,True,Garden Grove,False,Free pickup at SNA,FREE_DELIVERY,App unlock,TURO_GO,,
CAR,2018,BMW,4 Series Gran Coupe,5.0,True,55.77,USD,117,rancho-santa-margarita-ca,True,Rancho Santa Margarita,False,Free pickup at SNA,FREE_DELIVERY,,,,
SUV,2020,BMW,X2,5.0,True,60.14,USD,91,irvine-ca,True,Irvine,False,Free pickup at SNA,FREE_DELIVERY,,,,
SUV,2020,BMW,X3,5.0,True,56.58,USD,12,irvine-ca,True,Irvine,False,Free pickup at SNA,FREE_DELIVERY,,,,
SUV,2024,BMW,X3,5.0,True,59.83,USD,14,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2024,BMW,4 Series,5.0,False,87.3,USD,8,los-angeles-ca,True,Los Angeles,False,App unlock,TURO_GO,,,,
CAR,2020,BMW,3 Series,5.0,True,50.96,USD,8,glendale-ca,True,Glendale,False,App unlock,TURO_GO,,,,
CAR,2017,BMW,2 Series,4.9818,True,56.72,USD,72,santa-ana-ca,True,Santa Ana,False,,,,,,
CAR,2023,BMW,3 Series,4.8462,True,42.75,USD,32,los-angeles-ca,True,Los Angeles,False,App unlock,TURO_GO,,,,
SUV,2022,BMW,X7,4.9783,True,91.67,USD,107,garden-grove-ca,True,Garden Grove,False,Free pickup at SNA,FREE_DELIVERY,App unlock,TURO_GO,,
CAR,2024,BMW,7 Series,5.0,False,80.1,USD,2,los-angeles-ca,True,Los Angeles,False,,,,,,
SUV,2020,BMW,X3,5.0,True,65.55,USD,57,irvine-ca,True,Irvine,False,Free pickup at SNA,FREE_DELIVERY,,,,
SUV,2024,BMW,X3,5.0,True,66.28,USD,35,hawthorne-ca,True,Hawthorne,False,,,,,,
SUV,2017,BMW,X1,5.0,False,42.3,USD,3,los-angeles-ca,True,Los Angeles,False,Free pickup at BUR,FREE_DELIVERY,Unlimited miles,UNLIMITED_MILEAGE,,
SUV,2023,BMW,X3,4.9634,True,61.33,USD,111,garden-grove-ca,True,Garden Grove,False,Free pickup at SNA,FREE_DELIVERY,,,,
CAR,2021,BMW,4 Series,5.0,False,97.0,USD,17,cathedral-city-ca,True,Cathedral City,False,,,,,,
CAR,2014,BMW,5 Series,4.9545,True,44.4,USD,26,newport-beach-ca,True,Newport Beach,False,Free pickup at SNA,FREE_DELIVERY,,,,
SUV,2023,BMW,X5,5.0,False,65.55,USD,5,el-segundo-ca,True,El Segundo,False,Free pickup at BUR,FREE_DELIVERY,,,,
SUV,2024,BMW,iX,5.0,True,99.0,USD,11,glendale-ca,True,Glendale,False,Free pickup at BUR,FREE_DELIVERY,,,,
SUV,2024,BMW,X3,,False,59.22,USD,0,los-angeles-ca,True,Los Angeles,True,,,,,,
CAR,2021,BMW,4 Series,5.0,True,76.32,USD,17,los-angeles-ca,True,Los Angeles,False,App unlock,TURO_GO,,,,
SUV,2023,BMW,X3,5.0,True,60.33,USD,8,garden-grove-ca,True,Garden Grove,False,,,,,,
SUV,2019,BMW,X4,5.0,True,63.05,USD,5,irvine-ca,True,Irvine,False,Free pickup at SNA,FREE_DELIVERY,,,,
CAR,2020,BMW,2 Series,5.0,True,74.42,USD,88,cathedral-city-ca,True,Cathedral City,False,Free pickup at PSP,FREE_DELIVERY,,,,
CAR,2022,BMW,4 Series,5.0,True,93.1,USD,76,anaheim-ca,True,Anaheim,False,App unlock,TURO_GO,,,,
SUV,2022,BMW,X7,5.0,True,85.67,USD,36,glendale-ca,True,Glendale,False,Free pickup at BUR,FREE_DELIVERY,,,,
CAR,2021,BMW,5 Series,5.0,True,52.0,USD,34,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2019,BMW,7 Series,4.7838,True,56.68,USD,39,los-angeles-ca,True,Los Angeles,False,Free pickup at BUR,FREE_DELIVERY,Unlimited miles,UNLIMITED_MILEAGE,App unlock,TURO_GO
CAR,2020,BMW,Z4,4.9859,True,70.98,USD,85,irvine-ca,True,Irvine,False,,,,,,
CAR,2024,BMW,7 Series,,False,84.9,USD,0,glendale-ca,True,Glendale,True,,,,,,
CAR,2022,BMW,Z4,5.0,True,66.5,USD,20,los-angeles-ca,True,Los Angeles,False,App unlock,TURO_GO,,,,
CAR,2022,BMW,Z4,5.0,True,123.75,USD,17,lake-elsinore-ca,True,Lake Elsinore,False,Free pickup at SNA,FREE_DELIVERY,,,,
CAR,2020,BMW,7 Series,,False,61.75,USD,0,corona-ca,True,Corona,False,Free pickup at SNA,FREE_DELIVERY,,,,
SUV,2021,BMW,X3,5.0,True,56.26,USD,4,irvine-ca,True,Irvine,False,Free pickup at SNA,FREE_DELIVERY,,,,
CAR,2023,BMW,i4,5.0,False,81.07,USD,3,los-angeles-ca,True,Los Angeles,True,,,,,,
CAR,2020,BMW,7 Series,5.0,True,74.42,USD,27,glendale-ca,True,Glendale,False,,,,,,
CAR,2024,BMW,7 Series,5.0,False,123.51,USD,1,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2022,BMW,5 Series,5.0,False,63.65,USD,7,san-gabriel-ca,True,San Gabriel,False,,,,,,
CAR,2018,BMW,5 Series,5.0,False,52.57,USD,16,west-covina-ca,True,West Covina,False,Unlimited miles,UNLIMITED_MILEAGE,,,,
CAR,2024,BMW,3 Series,5.0,True,58.56,USD,11,gardena-ca,True,Gardena,False,,,,,,
CAR,2022,BMW,4 Series,4.9921,True,78.33,USD,151,garden-grove-ca,True,Garden Grove,False,,,,,,
CAR,2024,BMW,4 Series,,True,61.11,USD,0,hawthorne-ca,True,Hawthorne,True,,,,,,
SUV,2019,BMW,X3,5.0,True,53.67,USD,60,garden-grove-ca,True,Garden Grove,False,,,,,,
CAR,2020,BMW,3 Series,5.0,False,52.57,USD,6,tustin-ca,True,Tustin,False,,,,,,
CAR,2021,BMW,4 Series,4.8276,True,74.1,USD,32,glendale-ca,True,Glendale,False,,,,,,
CAR,2021,BMW,4 Series,5.0,True,58.9,USD,29,los-angeles-ca,True,Los Angeles,False,,,,,,
SUV,2020,BMW,X3,5.0,True,68.72,USD,16,temecula-ca,True,Temecula,False,,,,,,
SUV,2025,BMW,iX,,False,72.0,USD,1,los-angeles-ca,True,Los Angeles,True,,,,,,
SUV,2024,BMW,X7,4.9818,True,111.33,USD,71,irvine-ca,True,Irvine,False,,,,,,
CAR,2021,BMW,3 Series,5.0,True,61.43,USD,28,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2023,BMW,M3,5.0,True,139.33,USD,35,cerritos-ca,True,Cerritos,False,App unlock,TURO_GO,,,,
SUV,2021,BMW,X7,5.0,True,107.67,USD,36,menifee-ca,True,Menifee,False,Unlimited miles,UNLIMITED_MILEAGE,,,,
SUV,2021,BMW,X3,5.0,True,79.0,USD,17,hemet-ca,True,Hemet,False,Unlimited miles,UNLIMITED_MILEAGE,,,,
SUV,2020,BMW,X2,5.0,True,80.0,USD,60,palm-springs-ca,True,Palm Springs,False,App unlock,TURO_GO,,,,
CAR,2019,BMW,3 Series,5.0,True,57.0,USD,8,los-angeles-ca,True,Los Angeles,False,App unlock,TURO_GO,,,,
CAR,2021,BMW,3 Series,5.0,True,49.0,USD,42,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2022,BMW,4 Series,5.0,True,63.0,USD,35,glendale-ca,True,Glendale,False,,,,,,
CAR,2015,BMW,6 Series,5.0,True,92.15,USD,16,palm-springs-ca,True,Palm Springs,False,,,,,,
CAR,2022,BMW,Z4,4.931,True,54.33,USD,36,cerritos-ca,True,Cerritos,False,App unlock,TURO_GO,,,,
SUV,2023,BMW,X6,5.0,True,113.05,USD,104,long-beach-ca,True,Long Beach,False,App unlock,TURO_GO,,,,
SUV,2024,BMW,X3,,False,58.74,USD,0,burbank-ca,True,Burbank,False,,,,,,
CAR,2023,BMW,4 Series,5.0,True,62.72,USD,5,los-angeles-ca,True,Los Angeles,False,App unlock,TURO_GO,,,,
CAR,2023,BMW,Z4,4.9851,True,67.9,USD,77,los-angeles-ca,True,Los Angeles,False,Unlimited miles,UNLIMITED_MILEAGE,,,,
SUV,2023,BMW,X6,5.0,True,122.55,USD,73,irvine-ca,True,Irvine,False,,,,,,
CAR,2021,BMW,4 Series,4.9524,True,57.67,USD,28,cerritos-ca,True,Cerritos,False,App unlock,TURO_GO,,,,
CAR,2021,BMW,5 Series,5.0,True,66.9,USD,6,long-beach-ca,True,Long Beach,False,,,,,,
CAR,2024,BMW,4 Series,5.0,False,73.15,USD,17,glendale-ca,True,Glendale,False,,,,,,
CAR,2021,BMW,2 Series Gran Coupe,5.0,True,57.0,USD,7,garden-grove-ca,True,Garden Grove,False,,,,,,
CAR,2022,BMW,5 Series,,False,79.2,USD,0,san-bernardino-ca,True,San Bernardino,True,Free pickup at ONT,FREE_DELIVERY,Unlimited miles,UNLIMITED_MILEAGE,,
SUV,2022,BMW,X5,5.0,True,75.46,USD,46,los-angeles-ca,True,Los Angeles,False,App unlock,TURO_GO,,,,
SUV,2024,BMW,XM,5.0,False,201.9,USD,10,los-angeles-ca,True,Los Angeles,False,Free pickup at BUR,FREE_DELIVERY,,,,
CAR,2022,BMW,7 Series,5.0,True,134.83,USD,41,rancho-mirage-ca,True,Rancho Mirage,False,Free pickup at PSP,FREE_DELIVERY,Unlimited miles,UNLIMITED_MILEAGE,App unlock,TURO_GO
CAR,2023,BMW,4 Series,5.0,True,80.0,USD,13,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2019,BMW,3 Series,4.9359,True,46.67,USD,90,irvine-ca,True,Irvine,False,,,,,,
CAR,2022,BMW,M4,,False,93.44,USD,0,los-angeles-ca,True,Los Angeles,True,Free pickup at BUR,FREE_DELIVERY,,,,
CAR,2021,BMW,3 Series,5.0,False,89.62,USD,3,los-angeles-ca,True,Los Angeles,True,Unlimited miles,UNLIMITED_MILEAGE,,,,
CAR,2023,BMW,3 Series,4.9524,True,49.4,USD,24,los-angeles-ca,True,Los Angeles,False,App unlock,TURO_GO,,,,
CAR,2018,BMW,5 Series,5.0,True,52.0,USD,37,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2023,BMW,5 Series,4.9836,True,62.4,USD,70,hawthorne-ca,True,Hawthorne,False,,,,,,
SUV,2022,BMW,X3,4.9916,True,64.67,USD,143,costa-mesa-ca,True,Costa Mesa,False,,,,,,
CAR,2025,BMW,M4,4.9524,True,80.43,USD,23,glendale-ca,True,Glendale,False,,,,,,
CAR,2024,BMW,i5,4.9167,True,115.64,USD,17,newport-beach-ca,True,Newport Beach,False,,,,,,
CAR,2022,BMW,4 Series,5.0,True,87.4,USD,124,irvine-ca,True,Irvine,False,,,,,,
CAR,2023,BMW,i4,5.0,True,57.0,USD,48,fallbrook-ca,True,Fallbrook,False,,,,,,
CAR,2020,BMW,3 Series,5.0,False,75.0,USD,4,san-bernardino-ca,True,San Bernardino,False,Free pickup at station,FREE_DELIVERY,,,,
CAR,2024,BMW,5 Series,5.0,True,65.55,USD,13,los-angeles-ca,True,Los Angeles,False,,,,,,
SUV,2017,BMW,X1,4.8571,True,36.33,USD,10,el-segundo-ca,True,El Segundo,False,,,,,,
SUV,2021,BMW,X5,5.0,True,73.78,USD,12,costa-mesa-ca,True,Costa Mesa,False,,,,,,
CAR,2022,BMW,2 Series Gran Coupe,5.0,True,69.67,USD,85,palm-desert-ca,True,Palm Desert,False,,,,,,
CAR,2022,BMW,4 Series Gran Coupe,,True,71.57,USD,0,los-angeles-ca,True,Los Angeles,True,,,,,,
CAR,2024,BMW,i5,5.0,False,75.0,USD,7,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2024,BMW,4 Series,4.95,True,82.67,USD,46,los-angeles-ca,True,Los Angeles,False,,,,,,
SUV,2019,BMW,X1,5.0,True,81.0,USD,69,palm-springs-ca,True,Palm Springs,False,App unlock,TURO_GO,,,,
CAR,2022,BMW,M3,5.0,True,149.0,USD,2,irvine-ca,True,Irvine,True,,,,,,
SUV,2015,BMW,X5,4.9767,True,49.72,USD,103,los-angeles-ca,True,Los Angeles,False,,,,,,
SUV,2019,BMW,X3,4.9661,True,52.06,USD,73,irvine-ca,True,Irvine,False,Free pickup at SNA,FREE_DELIVERY,,,,
CAR,2022,BMW,3 Series,4.9313,True,83.0,USD,155,palm-springs-ca,True,Palm Springs,False,Free pickup at PSP,FREE_DELIVERY,Unlimited miles,UNLIMITED_MILEAGE,App unlock,TURO_GO
SUV,2022,BMW,X5,5.0,True,73.33,USD,129,costa-mesa-ca,True,Costa Mesa,False,,,,,,
SUV,2024,BMW,X3,4.9762,True,66.28,USD,46,hawthorne-ca,True,Hawthorne,False,App unlock,TURO_GO,,,,
SUV,2022,BMW,X7,5.0,False,103.23,USD,4,glendale-ca,True,Glendale,False,,,,,,
SUV,2023,BMW,X5,5.0,True,96.03,USD,68,los-angeles-ca,True,Los Angeles,False,App unlock,TURO_GO,,,,
SUV,2022,BMW,X3,5.0,True,59.53,USD,9,los-angeles-ca,True,Los Angeles,False,Unlimited miles,UNLIMITED_MILEAGE,,,,
CAR,2020,BMW,5 Series,5.0,True,56.1,USD,12,anaheim-ca,True,Anaheim,False,,,,,,
SUV,2023,BMW,X4,5.0,True,88.0,USD,94,costa-mesa-ca,True,Costa Mesa,False,App unlock,TURO_GO,,,,
CAR,2022,BMW,4 Series,5.0,True,65.33,USD,19,burbank-ca,True,Burbank,False,Unlimited miles,UNLIMITED_MILEAGE,,,,
CAR,2024,BMW,M4,,True,134.9,USD,0,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2019,BMW,3 Series,4.9583,True,55.33,USD,28,riverside-ca,True,Riverside,False,,,,,,
CAR,2022,BMW,7 Series,5.0,False,65.87,USD,1,glendale-ca,True,Glendale,False,,,,,,
SUV,2020,BMW,X4 M,4.9559,True,82.67,USD,80,fullerton-ca,True,Fullerton,False,,,,,,
CAR,2022,BMW,Z4,4.9605,True,85.5,USD,91,irvine-ca,True,Irvine,False,,,,,,
SUV,2020,BMW,X3,4.9592,True,61.33,USD,62,el-segundo-ca,True,El Segundo,False,,,,,,
CAR,2016,BMW,3 Series,5.0,True,43.65,USD,11,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2023,BMW,4 Series,5.0,True,76.32,USD,20,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2017,BMW,3 Series,4.9762,True,45.17,USD,55,costa-mesa-ca,True,Costa Mesa,False,,,,,,
CAR,2018,BMW,4 Series,5.0,True,71.4,USD,37,palm-desert-ca,True,Palm Desert,False,,,,,,
SUV,2019,BMW,X7,4.95,True,77.67,USD,20,riverside-ca,True,Riverside,False,,,,,,
SUV,2017,BMW,X5,5.0,True,64.8,USD,60,pasadena-ca,True,Pasadena,False,,,,,,
CAR,2023,BMW,5 Series,5.0,False,62.07,USD,2,los-angeles-ca,True,Los Angeles,False,,,,,,
SUV,2020,BMW,X5,5.0,True,65.4,USD,11,lawndale-ca,True,Lawndale,False,,,,,,
CAR,2023,BMW,4 Series,4.9873,True,91.5,USD,98,hawthorne-ca,True,Hawthorne,False,App unlock,TURO_GO,,,,
SUV,2025,BMW,X5,5.0,False,120.0,USD,2,burbank-ca,True,Burbank,False,,,,,,
CAR,2022,BMW,4 Series Gran Coupe,4.9551,True,80.51,USD,112,hawthorne-ca,True,Hawthorne,False,App unlock,TURO_GO,,,,
SUV,2024,BMW,X5,5.0,True,87.08,USD,18,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2024,BMW,4 Series,5.0,False,51.29,USD,11,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2024,BMW,8 Series Gran Coupe,5.0,False,83.74,USD,2,los-angeles-ca,True,Los Angeles,False,,,,,,
SUV,2023,BMW,X5,5.0,True,85.5,USD,28,los-angeles-ca,True,Los Angeles,False,Free pickup at BUR,FREE_DELIVERY,,,,
CAR,2018,BMW,4 Series Gran Coupe,5.0,True,56.33,USD,2,santa-ana-ca,True,Santa Ana,False,,,,,,
CAR,2021,BMW,2 Series Gran Coupe,5.0,True,67.33,USD,65,los-angeles-ca,True,Los Angeles,False,,,,,,
SUV,2023,BMW,X3,5.0,True,64.6,USD,36,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2018,BMW,4 Series Gran Coupe,4.8833,True,51.0,USD,73,lawndale-ca,True,Lawndale,False,,,,,,
CAR,2023,BMW,5 Series,5.0,True,149.15,USD,10,los-angeles-ca,True,Los Angeles,False,,,,,,
SUV,2019,BMW,X3,4.9155,True,48.3,USD,82,irvine-ca,True,Irvine,False,,,,,,
CAR,2023,BMW,5 Series,5.0,True,84.39,USD,15,hawthorne-ca,True,Hawthorne,False,App unlock,TURO_GO,,,,
SUV,2023,BMW,X3,4.8788,True,67.58,USD,35,los-angeles-ca,True,Los Angeles,False,App unlock,TURO_GO,,,,
SUV,2016,BMW,X1,5.0,True,43.07,USD,9,orange-ca,True,Orange,False,,,,,,
CAR,2023,BMW,5 Series,4.9756,True,61.33,USD,46,riverside-ca,True,Riverside,False,,,,,,
SUV,2023,BMW,iX,5.0,True,132.05,USD,12,irvine-ca,True,Irvine,False,Unlimited miles,UNLIMITED_MILEAGE,,,,
CAR,2023,BMW,4 Series,5.0,True,122.55,USD,6,los-angeles-ca,True,Los Angeles,False,,,,,,
SUV,2023,BMW,X3,5.0,True,67.77,USD,33,los-angeles-ca,True,Los Angeles,False,,,,,,
SUV,2021,BMW,X7,4.95,True,81.7,USD,22,santa-ana-ca,True,Santa Ana,False,,,,,,
SUV,2020,BMW,X7,,True,93.42,USD,1,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2023,BMW,M3,4.9773,True,135.0,USD,47,compton-ca,True,Compton,False,,,,,,
SUV,2025,BMW,X5,,True,174.6,USD,0,anaheim-ca,True,Anaheim,True,,,,,,
SUV,2021,BMW,X3,5.0,True,58.65,USD,6,el-segundo-ca,True,El Segundo,False,,,,,,
SUV,2024,BMW,X3,5.0,True,67.0,USD,69,garden-grove-ca,True,Garden Grove,False,,,,,,
CAR,2017,BMW,4 Series Gran Coupe,5.0,True,46.2,USD,6,el-monte-ca,True,El Monte,False,,,,,,
CAR,2020,BMW,3 Series,5.0,True,50.15,USD,26,el-segundo-ca,True,El Segundo,False,,,,,,
SUV,2023,BMW,X5,4.8837,True,67.13,USD,51,glendale-ca,True,Glendale,False,,,,,,
SUV,2014,BMW,X1,5.0,True,38.95,USD,64,los-angeles-ca,True,Los Angeles,False,,,,,,
CAR,2022,BMW,8 Series,,False,82.97,USD,0,pasadena-ca,True,Pasadena,True,Free pickup at BUR,FREE_DELIVERY,,,,
DEFAULT,,,,,,,,,,,,,,,,,,
